"YYYYMMDD","ShadowRate","TermPremium-2Y","TermPremium-5Y","TermPremium-7Y","TermPremium-10Y","TermPremium-15Y","TermPremium-20Y","ExpectedRate-2Y","ExpectedRate-5Y","ExpectedRate-7Y","ExpectedRate-10Y","ExpectedRate-15Y","ExpectedRate-20Y"
19951026,-0.6161,0.3419,1.4106,1.9032,1.9009,1.8739,1.6625,0.0521,0.4144,0.6758,1.0301,1.5101,1.8755
19951027,-0.6181,0.3822,1.4728,1.9622,1.9545,1.9189,1.6961,0.0518,0.4142,0.6758,1.0305,1.5111,1.8769
19951030,-0.618,0.443,1.5169,1.9879,1.9607,1.9427,1.7146,0.052,0.4151,0.6771,1.0323,1.5133,1.8794
19951031,-0.6202,0.4583,1.5263,1.9481,1.9296,1.9361,1.7086,0.0517,0.4147,0.6769,1.0324,1.5139,1.8804
19951101,-0.6245,0.4882,1.473,1.8707,1.9419,1.9169,1.694,0.0508,0.413,0.6753,1.0311,1.5131,1.88
19951102,-0.6272,0.5266,1.5087,1.9022,1.9921,1.9676,1.7274,0.0504,0.4123,0.6748,1.0309,1.5134,1.8806
19951106,-0.6333,0.5338,1.5133,1.9049,1.9915,1.9645,1.7178,0.0492,0.4097,0.6721,1.0285,1.5115,1.8792
19951107,-0.6427,0.5327,1.5198,1.9586,1.9912,1.9796,1.7304,0.0473,0.4052,0.6674,1.0238,1.5074,1.8756
19951108,-0.6573,0.4985,1.5071,1.9826,1.9911,1.987,1.7311,0.0445,0.3979,0.6594,1.0159,1.5,1.8689
19951109,-0.6761,0.4351,1.4428,1.9441,1.9799,1.9572,1.7085,0.0409,0.3882,0.6489,1.0051,1.4898,1.8595
19951110,-0.6933,0.3761,1.4194,1.9286,1.9845,1.9343,1.685,0.0379,0.3796,0.6394,0.9955,1.4807,1.851
19951113,-0.7052,0.3981,1.4371,1.9418,2.0088,1.9511,1.6922,0.0359,0.3739,0.6332,0.9892,1.4749,1.8458
19951114,-0.7144,0.4035,1.4494,1.9515,2.0184,1.9773,1.7119,0.0345,0.3696,0.6285,0.9846,1.4707,1.8421
19951115,-0.723,0.3729,1.4233,1.9218,2.0267,1.9862,1.7144,0.0331,0.3657,0.6242,0.9803,1.4668,1.8386
19951116,-0.7289,0.3777,1.5009,2.0366,2.0734,2.0486,1.7644,0.0323,0.3631,0.6214,0.9776,1.4644,1.8366
19951117,-0.7398,0.3433,1.4342,1.9775,2.0455,2.0144,1.7379,0.0307,0.3578,0.6155,0.9715,1.4586,1.8311
19951120,-0.7498,0.3378,1.4161,1.986,2.0762,2.046,1.7621,0.0292,0.3529,0.61,0.9658,1.453,1.8259
19951121,-0.76,0.3362,1.3911,1.9548,2.0763,2.052,1.7678,0.0278,0.3479,0.6042,0.9597,1.447,1.8202
19951122,-0.7696,0.3235,1.371,1.9304,2.0324,2.059,1.7566,0.0265,0.343,0.5986,0.9536,1.441,1.8144
19951124,-0.7781,0.3067,1.3224,1.8675,1.9859,2.0146,1.7221,0.0253,0.3386,0.5935,0.9481,1.4354,1.8089
19951127,-0.7809,0.2961,1.3251,1.8535,1.9841,2.012,1.7185,0.0249,0.3369,0.5915,0.9459,1.433,1.8065
19951128,-0.7779,0.3237,1.3749,1.9063,2.011,2.0421,1.7428,0.0253,0.3381,0.5927,0.947,1.4339,1.8072
19951129,-0.7744,0.3283,1.3436,1.8459,1.9817,2.0211,1.719,0.0257,0.3394,0.5941,0.9483,1.4349,1.808
19951130,-0.7675,0.3505,1.3547,1.8757,1.9785,2.0193,1.7166,0.0265,0.3423,0.5973,0.9515,1.4377,1.8104
19951201,-0.7588,0.3644,1.3609,1.9096,2.0034,2.0045,1.7853,0.0276,0.3461,0.6014,0.9556,1.4415,1.8137
19951204,-0.7492,0.4111,1.3638,1.8771,1.9799,1.9815,1.7648,0.0289,0.3502,0.6059,0.9601,1.4455,1.8172
19951205,-0.7388,0.4567,1.4013,1.8981,1.994,1.9871,1.77,0.0303,0.3547,0.6109,0.965,1.4499,1.821
19951206,-0.731,0.4847,1.4161,1.9108,1.9909,1.9845,1.7679,0.0313,0.3579,0.6142,0.9681,1.4525,1.8231
19951207,-0.7275,0.4373,1.3522,1.8251,1.9405,1.9348,1.7286,0.0317,0.3588,0.6149,0.9685,1.4522,1.8224
19951208,-0.7216,0.4075,1.3591,1.845,1.9427,1.9326,1.7359,0.0325,0.3609,0.617,0.9703,1.4534,1.8231
19951211,-0.7134,0.3813,1.3428,1.8405,1.9415,1.9259,1.7418,0.0337,0.3642,0.6205,0.9735,1.4561,1.8252
19951212,-0.7015,0.3745,1.3245,1.8198,1.9259,1.916,1.7346,0.0355,0.3695,0.6262,0.9791,1.461,1.8294
19951213,-0.6843,0.4196,1.3944,1.8929,1.967,1.9479,1.7613,0.0384,0.3776,0.6351,0.988,1.4691,1.8367
19951214,-0.6682,0.3758,1.3628,1.8588,1.9469,1.9255,1.7458,0.0412,0.3852,0.6432,0.9961,1.4765,1.8432
19951215,-0.6491,0.3823,1.3495,1.8258,1.924,1.9114,1.7346,0.0447,0.3945,0.6532,1.006,1.4856,1.8514
19951218,-0.6255,0.4026,1.3626,1.8249,1.9111,1.9105,1.7317,0.0494,0.4064,0.6661,1.0189,1.4975,1.8623
19951219,-0.598,0.3895,1.3982,1.8594,1.9246,1.925,1.7425,0.0555,0.4208,0.6816,1.0344,1.512,1.8755
19951220,-0.5682,0.3923,1.3852,1.8413,1.9024,1.905,1.7239,0.0627,0.4368,0.6987,1.0516,1.528,1.8901
19951221,-0.5337,0.4261,1.41,1.8679,1.9031,1.896,1.7154,0.0719,0.456,0.7191,1.0719,1.547,1.9076
19951222,-0.4957,0.4538,1.4311,1.8948,1.9211,1.9045,1.7196,0.0832,0.4779,0.7422,1.0949,1.5685,1.9274
19951225,-0.4554,0.5324,1.4782,1.9307,1.9403,1.9073,1.7193,0.0966,0.5018,0.7673,1.1197,1.5917,1.9487
19951226,-0.4166,0.5441,1.4525,1.9112,1.9212,1.886,1.6989,0.1109,0.5255,0.7918,1.1438,1.614,1.9691
19951227,-0.3762,0.5958,1.515,1.9951,1.9896,1.9324,1.7342,0.1272,0.551,0.8179,1.1694,1.6376,1.9908
19951228,-0.3406,0.592,1.4651,1.9538,1.977,1.9018,1.7075,0.143,0.5739,0.8412,1.192,1.6582,2.0095
19951229,-0.3045,0.5787,1.4404,1.9298,1.9499,1.8917,1.6964,0.1603,0.5976,0.8652,1.2151,1.6793,2.0286
19960104,-0.265,0.7721,1.5974,2.0608,2.0159,1.9699,1.7567,0.1809,0.6246,0.8922,1.2411,1.7031,2.0503
19960105,-0.2395,0.7192,1.5423,2.0009,1.975,1.9248,1.7173,0.1948,0.6417,0.9091,1.257,1.7172,2.0627
19960108,-0.2209,0.7277,1.566,2.0061,1.9771,1.9315,1.7222,0.2053,0.654,0.9209,1.2679,1.7265,2.0708
19960109,-0.2111,0.6873,1.5403,1.9768,1.9507,1.9083,1.703,0.2107,0.6597,0.9262,1.2723,1.7297,2.073
19960110,-0.2067,0.5922,1.4756,1.9147,1.9173,1.8689,1.6682,0.2128,0.6614,0.9273,1.2727,1.7291,2.0718
19960111,-0.1995,0.5734,1.4628,1.9024,1.9058,1.8625,1.6637,0.2166,0.6652,0.9306,1.2752,1.7305,2.0723
19960112,-0.1888,0.6022,1.4913,1.9254,1.9177,1.8686,1.6658,0.2228,0.6717,0.9366,1.2803,1.7344,2.0752
19960116,-0.1782,0.6401,1.5039,1.9265,1.9136,1.8669,1.6631,0.2289,0.6781,0.9425,1.2854,1.7381,2.0779
19960117,-0.1705,0.5776,1.4526,1.8588,1.8687,1.8191,1.6262,0.2334,0.6824,0.9462,1.2883,1.7399,2.0788
19960118,-0.1586,0.5754,1.436,1.8468,1.8587,1.8144,1.6225,0.2406,0.69,0.9532,1.2943,1.7446,2.0825
19960119,-0.1422,0.6288,1.4748,1.9011,1.885,1.8314,1.6407,0.2512,0.7012,0.9639,1.304,1.7526,2.0893
19960122,-0.1271,0.6208,1.4865,1.9114,1.8903,1.8292,1.6357,0.2612,0.7115,0.9736,1.3127,1.7598,2.0953
19960123,-0.1139,0.6199,1.4695,1.8921,1.878,1.8143,1.627,0.2701,0.7205,0.9819,1.32,1.7657,2.1
19960124,-0.1015,0.6235,1.4792,1.9014,1.8863,1.809,1.6269,0.2785,0.7288,0.9896,1.3267,1.771,2.1041
19960125,-0.0911,0.6154,1.4535,1.8733,1.8711,1.7852,1.608,0.2856,0.7355,0.9957,1.3319,1.7748,2.107
19960126,-0.0804,0.58,1.4364,1.8409,1.8527,1.7651,1.5869,0.293,0.7426,1.0021,1.3373,1.7789,2.1101
19960129,-0.0668,0.575,1.4208,1.801,1.8268,1.7497,1.5728,0.303,0.7522,1.011,1.3452,1.7853,2.1152
19960130,-0.0486,0.5972,1.4613,1.8442,1.8453,1.7709,1.5894,0.3168,0.7657,1.0238,1.3567,1.7951,2.1236
19960131,-0.0305,0.611,1.4786,1.8635,1.8498,1.7812,1.596,0.331,0.7794,1.0365,1.3682,1.8048,2.132
19960201,-0.015,0.6137,1.4801,1.8587,1.8392,1.7733,1.5904,0.3433,0.7909,1.0473,1.3778,1.8127,2.1386
19960202,-0.0024,0.6095,1.4679,1.8143,1.8019,1.7385,1.5667,0.3535,0.8001,1.0557,1.3851,1.8185,2.1433
19960205,0.0097,0.5997,1.4611,1.8003,1.786,1.728,1.5544,0.3633,0.8089,1.0637,1.392,1.824,2.1476
19960206,0.0218,0.5936,1.4581,1.7971,1.7749,1.7224,1.5499,0.3734,0.8179,1.0719,1.3991,1.8296,2.1521
19960207,0.0341,0.5792,1.4349,1.7668,1.7546,1.7066,1.5522,0.3838,0.8271,1.0802,1.4064,1.8354,2.1568
19960208,0.0486,0.5517,1.4037,1.7464,1.7425,1.7001,1.5519,0.3963,0.8383,1.0906,1.4155,1.8429,2.1631
19960209,0.0679,0.5355,1.4211,1.7789,1.7643,1.7079,1.5601,0.4135,0.8539,1.1051,1.4287,1.8541,2.1729
19960213,0.0908,0.5569,1.4153,1.7423,1.7353,1.675,1.55,0.4341,0.8727,1.1227,1.4447,1.868,2.185
19960214,0.1182,0.5558,1.4113,1.7266,1.7285,1.6586,1.5345,0.4592,0.8957,1.1444,1.4645,1.8854,2.2005
19960215,0.1513,0.6411,1.4931,1.8,1.7748,1.6958,1.5479,0.4899,0.9239,1.171,1.4892,1.9072,2.2201
19960216,0.1803,0.6291,1.4704,1.7607,1.7414,1.6618,1.518,0.5169,0.9486,1.1943,1.5106,1.9262,2.237
19960219,0.2071,0.6131,1.4626,1.754,1.7304,1.6462,1.5022,0.5419,0.9714,1.216,1.5306,1.9438,2.2528
19960220,0.234,0.6149,1.4874,1.7911,1.7521,1.6571,1.5059,0.5671,0.9946,1.2379,1.5509,1.9619,2.2691
19960221,0.2591,0.6473,1.5137,1.8105,1.7889,1.6709,1.5143,0.5907,1.0163,1.2585,1.5701,1.9791,2.2847
19960222,0.2795,0.6391,1.498,1.8067,1.7923,1.6869,1.5187,0.6099,1.034,1.2753,1.5857,1.9931,2.2973
19960223,0.2961,0.6234,1.4745,1.7669,1.7815,1.6865,1.5153,0.6256,1.0485,1.2891,1.5985,2.0045,2.3077
19960226,0.3118,0.6835,1.5127,1.8338,1.8232,1.7554,1.5642,0.6405,1.0623,1.3022,1.6108,2.0156,2.3178
19960227,0.3187,0.7011,1.5278,1.8392,1.8451,1.7908,1.591,0.6469,1.0682,1.3078,1.6159,2.0202,2.322
19960228,0.3137,0.73,1.5466,1.8358,1.8675,1.7951,1.5951,0.642,1.0634,1.3032,1.6115,2.0159,2.3179
19960229,0.2941,0.6897,1.5253,1.794,1.8528,1.7781,1.5821,0.6233,1.0457,1.286,1.5952,2.0009,2.3039
19960301,0.2631,0.5595,1.4103,1.72,1.7664,1.7227,1.548,0.5935,1.0177,1.259,1.5696,1.9773,2.282
19960304,0.2335,0.4858,1.363,1.7127,1.7418,1.7012,1.5538,0.5652,0.991,1.2333,1.5452,1.9548,2.2612
19960305,0.2103,0.513,1.35,1.7128,1.7429,1.7038,1.5652,0.543,0.97,1.2132,1.5261,1.9372,2.2448
19960306,0.1916,0.4918,1.3228,1.677,1.7402,1.6879,1.5583,0.5252,0.9532,1.197,1.5108,1.9231,2.2317
19960307,0.18,0.4788,1.3562,1.711,1.7678,1.7227,1.5864,0.5142,0.9428,1.187,1.5012,1.9143,2.2236
19960308,0.1719,0.4756,1.3715,1.7391,1.7845,1.7389,1.6012,0.5064,0.9355,1.1799,1.4945,1.9081,2.2178
19960311,0.1651,0.4761,1.3468,1.7072,1.7593,1.7153,1.5823,0.4999,0.9292,1.1738,1.4887,1.9027,2.2127
19960312,0.1617,0.4844,1.379,1.7403,1.7793,1.7382,1.601,0.4966,0.926,1.1707,1.4857,1.8998,2.21
19960313,0.1583,0.4498,1.3723,1.7436,1.7746,1.7313,1.596,0.4932,0.9227,1.1674,1.4824,1.8967,2.207
19960314,0.1564,0.4117,1.3303,1.7027,1.7327,1.7084,1.5751,0.4913,0.9207,1.1653,1.4803,1.8946,2.2049
19960315,0.161,0.4175,1.3396,1.7202,1.7385,1.7258,1.5879,0.4955,0.9244,1.1688,1.4835,1.8972,2.2071
19960318,0.1704,0.4528,1.3627,1.7428,1.7487,1.7418,1.5986,0.5042,0.9323,1.1762,1.4903,1.9032,2.2124
19960319,0.1809,0.4761,1.3459,1.7255,1.7372,1.7153,1.5808,0.5139,0.9411,1.1845,1.4978,1.9097,2.2182
19960321,0.1938,0.5271,1.362,1.7453,1.7598,1.722,1.5865,0.5259,0.952,1.1947,1.5072,1.918,2.2255
19960322,0.2055,0.5443,1.3542,1.7351,1.7554,1.7148,1.58,0.5367,0.9618,1.2039,1.5156,1.9252,2.232
19960325,0.2161,0.5795,1.3884,1.7428,1.7789,1.7293,1.5863,0.5465,0.9706,1.2122,1.5231,1.9317,2.2377
19960326,0.2218,0.6564,1.432,1.7689,1.8165,1.7425,1.5961,0.5516,0.975,1.2161,1.5265,1.9345,2.2399
19960327,0.2159,0.5454,1.352,1.7019,1.7636,1.6925,1.562,0.5456,0.969,1.2101,1.5204,1.9285,2.234
19960328,0.2092,0.541,1.3837,1.7196,1.7562,1.684,1.5573,0.539,0.9623,1.2034,1.5138,1.922,2.2277
19960329,0.1999,0.4912,1.3208,1.6596,1.699,1.6375,1.5215,0.5298,0.9532,1.1944,1.505,1.9135,2.2195
19960401,0.1949,0.4513,1.2859,1.6197,1.6731,1.6026,1.4765,0.5247,0.9481,1.1893,1.4999,1.9084,2.2145
19960402,0.1991,0.4415,1.2427,1.5749,1.6537,1.5957,1.475,0.5285,0.9513,1.1921,1.5023,1.9103,2.216
19960403,0.2158,0.5859,1.3353,1.6632,1.712,1.6454,1.5238,0.5441,0.9657,1.2058,1.515,1.9216,2.2262
19960404,0.2309,0.5376,1.2972,1.6267,1.6824,1.625,1.5063,0.5584,0.9788,1.2183,1.5266,1.932,2.2357
19960405,0.2503,0.5343,1.3121,1.6304,1.6792,1.6202,1.5017,0.5767,0.9959,1.2346,1.5418,1.9458,2.2483
19960408,0.2741,0.6197,1.38,1.6782,1.7052,1.6549,1.5339,0.5993,1.017,1.2548,1.5608,1.9631,2.2641
19960409,0.294,0.6157,1.4264,1.7243,1.7292,1.7104,1.5855,0.6183,1.0346,1.2717,1.5768,1.9776,2.2775
19960410,0.3055,0.5558,1.3692,1.6646,1.6901,1.6572,1.538,0.6292,1.0448,1.2814,1.5859,1.9858,2.285
19960411,0.3177,0.5403,1.3864,1.6843,1.6995,1.6694,1.5459,0.6407,1.0556,1.2917,1.5955,1.9946,2.2931
19960412,0.3298,0.5447,1.3986,1.711,1.7157,1.6845,1.5538,0.6523,1.0664,1.302,1.6053,2.0035,2.3012
19960415,0.3407,0.5193,1.365,1.6777,1.7031,1.6716,1.5425,0.6627,1.076,1.3113,1.6139,2.0114,2.3085
19960416,0.3545,0.5462,1.4007,1.715,1.731,1.7116,1.5693,0.6758,1.0883,1.323,1.625,2.0214,2.3177
19960417,0.3665,0.5758,1.4171,1.7418,1.7565,1.7329,1.5814,0.6872,1.0989,1.3332,1.6345,2.0301,2.3256
19960418,0.3738,0.5659,1.4078,1.7168,1.7479,1.7179,1.5688,0.6941,1.1052,1.3392,1.6401,2.0351,2.3302
19960419,0.3785,0.5346,1.3748,1.6771,1.7265,1.6899,1.5472,0.6984,1.1092,1.3429,1.6435,2.0381,2.3328
19960422,0.3853,0.5202,1.374,1.6756,1.7294,1.6864,1.5431,0.7048,1.115,1.3484,1.6486,2.0426,2.3369
19960423,0.3952,0.4959,1.3854,1.6954,1.7398,1.6946,1.5479,0.7141,1.1236,1.3566,1.6562,2.0494,2.3431
19960424,0.4082,0.4975,1.379,1.6916,1.7267,1.6895,1.5357,0.7265,1.135,1.3674,1.6663,2.0585,2.3513
19960425,0.4253,0.5243,1.412,1.7353,1.7433,1.7074,1.5487,0.7427,1.15,1.3817,1.6797,2.0706,2.3623
19960426,0.4429,0.5877,1.4616,1.7886,1.7837,1.7372,1.5695,0.7593,1.1654,1.3964,1.6933,2.0828,2.3735
19960430,0.4541,0.5912,1.416,1.7126,1.7303,1.6828,1.5229,0.7698,1.175,1.4054,1.7017,2.0902,2.3801
19960501,0.4647,0.5942,1.424,1.718,1.7274,1.6808,1.5166,0.7798,1.184,1.414,1.7096,2.0972,2.3864
19960502,0.4744,0.6261,1.4636,1.7632,1.7522,1.7034,1.5309,0.7889,1.1924,1.4218,1.7168,2.1036,2.3921
19960507,0.4785,0.6325,1.4394,1.7162,1.7286,1.6782,1.5051,0.7925,1.1956,1.4248,1.7194,2.1058,2.3939
19960508,0.4794,0.6577,1.4649,1.7379,1.7354,1.6793,1.5053,0.7933,1.1961,1.4251,1.7196,2.1057,2.3937
19960509,0.4743,0.6257,1.4398,1.7066,1.722,1.6687,1.4975,0.7883,1.1912,1.4204,1.715,2.1013,2.3895
19960510,0.4663,0.5675,1.4032,1.6768,1.7179,1.6642,1.4956,0.7805,1.1838,1.4132,1.7081,2.0948,2.3834
19960513,0.4597,0.5699,1.4103,1.6878,1.7196,1.6705,1.5006,0.7741,1.1777,1.4072,1.7024,2.0895,2.3784
19960514,0.4533,0.6391,1.4643,1.7556,1.7682,1.7157,1.5335,0.7679,1.1717,1.4014,1.6968,2.0843,2.3735
19960515,0.4379,0.5979,1.4143,1.6941,1.7371,1.6786,1.5126,0.7531,1.1577,1.3879,1.6839,2.0724,2.3624
19960516,0.4196,0.4905,1.3479,1.6652,1.7233,1.6678,1.5058,0.7355,1.1411,1.3718,1.6687,2.0582,2.3492
19960517,0.406,0.5146,1.3564,1.6592,1.7108,1.6484,1.4987,0.7224,1.1286,1.3598,1.6572,2.0476,2.3393
19960520,0.3958,0.5715,1.4037,1.6963,1.7375,1.6726,1.5193,0.7125,1.1193,1.3507,1.6485,2.0394,2.3317
19960521,0.382,0.5467,1.3814,1.6685,1.7132,1.6534,1.5055,0.6993,1.1066,1.3385,1.6368,2.0286,2.3215
19960522,0.3673,0.5039,1.3468,1.6375,1.6976,1.635,1.4953,0.6851,1.0932,1.3255,1.6244,2.017,2.3107
19960523,0.3555,0.4774,1.3217,1.6221,1.6847,1.6293,1.4991,0.6736,1.0823,1.3149,1.6143,2.0077,2.3019
19960524,0.3486,0.489,1.3291,1.6333,1.6897,1.635,1.5084,0.667,1.0759,1.3087,1.6083,2.002,2.2966
19960527,0.345,0.5336,1.3717,1.6658,1.7162,1.6634,1.5327,0.6634,1.0723,1.3052,1.6048,1.9986,2.2933
19960528,0.3384,0.5011,1.3429,1.6279,1.6831,1.63,1.512,0.6569,1.0661,1.2991,1.5989,1.993,2.288
19960529,0.3332,0.5122,1.35,1.6329,1.6839,1.6347,1.5165,0.6518,1.061,1.2941,1.5941,1.9883,2.2835
19960530,0.3277,0.5267,1.3573,1.6482,1.6841,1.6396,1.5212,0.6463,1.0557,1.2888,1.5889,1.9834,2.2788
19960531,0.3199,0.4672,1.3336,1.6214,1.6621,1.6152,1.5046,0.6388,1.0484,1.2816,1.5819,1.9768,2.2724
19960603,0.3144,0.4777,1.314,1.5997,1.6393,1.5973,1.4874,0.6333,1.043,1.2763,1.5767,1.9717,2.2676
19960604,0.3124,0.4848,1.3183,1.617,1.6507,1.5948,1.4859,0.6312,1.0407,1.274,1.5743,1.9692,2.2651
19960605,0.3128,0.4457,1.2684,1.5683,1.6112,1.5505,1.4498,0.6313,1.0406,1.2737,1.5738,1.9685,2.2642
19960606,0.3219,0.4421,1.2666,1.571,1.6144,1.5285,1.4285,0.6399,1.0484,1.281,1.5806,1.9745,2.2695
19960607,0.3411,0.555,1.3668,1.6649,1.6814,1.5959,1.481,0.658,1.0652,1.2971,1.5956,1.9881,2.282
19960610,0.3569,0.593,1.4009,1.6827,1.691,1.6158,1.4959,0.673,1.0791,1.3103,1.608,1.9992,2.2921
19960611,0.3654,0.578,1.4066,1.6887,1.6996,1.6201,1.4987,0.681,1.0864,1.3173,1.6144,2.0049,2.2973
19960612,0.3668,0.5138,1.3397,1.596,1.622,1.5697,1.4656,0.6822,1.0873,1.318,1.615,2.0053,2.2974
19960613,0.3704,0.5154,1.3477,1.6182,1.6365,1.5776,1.4717,0.6856,1.0903,1.3208,1.6175,2.0074,2.2993
19960614,0.3752,0.516,1.3527,1.6284,1.6541,1.5946,1.486,0.69,1.0943,1.3246,1.6209,2.0104,2.302
19960617,0.3798,0.4957,1.3177,1.6027,1.6397,1.5776,1.4664,0.6943,1.0983,1.3283,1.6243,2.0134,2.3046
19960618,0.3882,0.4978,1.3245,1.6109,1.6393,1.5779,1.4613,0.7022,1.1055,1.3351,1.6307,2.0191,2.3097
19960619,0.3998,0.5508,1.3663,1.6451,1.6532,1.5897,1.4707,0.7132,1.1157,1.3449,1.6398,2.0273,2.3173
19960620,0.4099,0.5773,1.3985,1.6767,1.6723,1.6066,1.4843,0.7227,1.1245,1.3533,1.6477,2.0344,2.3237
19960621,0.4146,0.5578,1.3864,1.6598,1.6667,1.5934,1.4734,0.7272,1.1286,1.3572,1.6513,2.0376,2.3266
19960624,0.4165,0.5411,1.3699,1.6344,1.6505,1.5834,1.4686,0.7289,1.1301,1.3586,1.6525,2.0386,2.3274
19960625,0.4177,0.545,1.3799,1.6456,1.6698,1.6078,1.4881,0.73,1.1311,1.3594,1.6532,2.0392,2.3279
19960626,0.4163,0.5334,1.3734,1.64,1.6712,1.6092,1.4895,0.7286,1.1296,1.358,1.6518,2.0378,2.3265
19960627,0.4129,0.5618,1.4036,1.6732,1.7073,1.6371,1.5132,0.7252,1.1264,1.3548,1.6487,2.0349,2.3238
19960628,0.4029,0.4314,1.2808,1.5611,1.6228,1.5511,1.4467,0.7156,1.1172,1.3459,1.6402,2.0269,2.3163
19960701,0.4025,0.4499,1.2933,1.5767,1.5915,1.5619,1.4555,0.7151,1.1167,1.3453,1.6395,2.0261,2.3155
19960702,0.4094,0.4794,1.3294,1.6151,1.6263,1.5922,1.4763,0.7216,1.1226,1.3509,1.6447,2.0308,2.3197
19960703,0.4186,0.5067,1.3344,1.6154,1.6161,1.5858,1.4705,0.7303,1.1306,1.3586,1.6519,2.0372,2.3255
19960704,0.4294,0.5025,1.3219,1.5975,1.5978,1.5692,1.4546,0.7405,1.1401,1.3675,1.6602,2.0448,2.3324
19960705,0.4438,0.5218,1.3452,1.6193,1.6154,1.5829,1.4662,0.7542,1.1528,1.3797,1.6716,2.0551,2.3418
19960708,0.4594,0.592,1.3785,1.6402,1.634,1.6057,1.4949,0.769,1.1665,1.3928,1.684,2.0663,2.3521
19960709,0.4707,0.5913,1.3805,1.6427,1.6311,1.6087,1.4995,0.7797,1.1765,1.4023,1.6929,2.0743,2.3595
19960710,0.4778,0.5676,1.3513,1.6127,1.6026,1.5897,1.475,0.7864,1.1827,1.4083,1.6984,2.0793,2.364
19960711,0.4847,0.544,1.3441,1.6169,1.6061,1.5837,1.4695,0.793,1.1889,1.4141,1.7039,2.0843,2.3685
19960712,0.4933,0.5309,1.3326,1.6087,1.5963,1.5736,1.4608,0.8011,1.1964,1.4213,1.7107,2.0904,2.3742
19960715,0.5054,0.6023,1.3708,1.6333,1.6075,1.5906,1.4685,0.8127,1.2072,1.4317,1.7205,2.0994,2.3825
19960716,0.5156,0.6465,1.4046,1.6765,1.6362,1.6229,1.4935,0.8225,1.2164,1.4405,1.7288,2.1071,2.3895
19960717,0.5187,0.6355,1.3917,1.6637,1.6335,1.6095,1.4832,0.8255,1.2193,1.4433,1.7315,2.1095,2.3918
19960718,0.5169,0.6622,1.3953,1.6641,1.6429,1.6156,1.4802,0.8238,1.2177,1.4419,1.7301,2.1084,2.3908
19960719,0.5085,0.6212,1.3586,1.6282,1.6225,1.5916,1.4586,0.8158,1.2104,1.4348,1.7235,2.1024,2.3854
19960722,0.4984,0.6007,1.3414,1.6165,1.6223,1.5896,1.46,0.8063,1.2016,1.4265,1.7157,2.0954,2.379
19960723,0.4884,0.6232,1.3831,1.6558,1.6569,1.6265,1.4902,0.7968,1.1929,1.4182,1.7081,2.0885,2.3728
19960724,0.473,0.5528,1.3206,1.6016,1.6099,1.5833,1.46,0.7822,1.1794,1.4054,1.6961,2.0777,2.363
19960725,0.4605,0.5465,1.3335,1.6229,1.6155,1.5928,1.4717,0.7705,1.1685,1.3951,1.6865,2.0692,2.3553
19960726,0.4496,0.5098,1.3318,1.6038,1.6076,1.579,1.4702,0.7602,1.1592,1.3862,1.6784,2.062,2.3488
19960729,0.4425,0.5253,1.3427,1.6052,1.6176,1.5853,1.474,0.7537,1.1533,1.3808,1.6734,2.0577,2.345
19960730,0.4379,0.5595,1.3733,1.6346,1.6455,1.6077,1.492,0.7495,1.1497,1.3774,1.6705,2.0553,2.343
19960731,0.4316,0.5533,1.3595,1.6204,1.6399,1.5964,1.4872,0.7437,1.1445,1.3726,1.6661,2.0516,2.3398
19960801,0.4252,0.5822,1.3957,1.6512,1.6602,1.629,1.5073,0.7378,1.1393,1.3678,1.6618,2.048,2.3367
19960802,0.4142,0.5784,1.381,1.626,1.6382,1.6171,1.4926,0.7276,1.13,1.359,1.6538,2.0409,2.3304
19960805,0.4004,0.5834,1.3828,1.6291,1.6385,1.6272,1.5008,0.7146,1.1182,1.3479,1.6435,2.0318,2.3222
19960806,0.3828,0.5769,1.3881,1.6446,1.6539,1.6382,1.5116,0.6981,1.1029,1.3334,1.6301,2.0198,2.3114
19960807,0.3604,0.5042,1.3267,1.5832,1.6223,1.6148,1.4938,0.6768,1.0833,1.3148,1.6127,2.0042,2.2972
19960808,0.3405,0.4959,1.326,1.5816,1.6206,1.6145,1.4882,0.6581,1.066,1.2984,1.5974,1.9905,2.2848
19960809,0.3232,0.5072,1.3369,1.5929,1.6408,1.6213,1.4949,0.6418,1.0511,1.2841,1.5842,1.9787,2.2741
19960812,0.3066,0.4828,1.3183,1.5765,1.6444,1.6176,1.494,0.6262,1.0367,1.2705,1.5716,1.9674,2.264
19960813,0.2928,0.4908,1.3272,1.5877,1.6558,1.6228,1.4984,0.6132,1.0248,1.2593,1.5612,1.9582,2.2556
19960814,0.2803,0.5025,1.3449,1.6139,1.6652,1.6311,1.5059,0.6015,1.0141,1.2491,1.5518,1.9499,2.2481
19960815,0.2668,0.5102,1.3425,1.6139,1.6634,1.6312,1.5061,0.5888,1.0025,1.2381,1.5416,1.9408,2.2399
19960816,0.2519,0.4912,1.3204,1.5962,1.6598,1.6205,1.5043,0.5748,0.9896,1.2258,1.5302,1.9305,2.2307
19960819,0.2378,0.4635,1.3067,1.5718,1.6646,1.6212,1.5041,0.5615,0.9773,1.2142,1.5194,1.9208,2.2219
19960820,0.2264,0.4792,1.3326,1.5842,1.6743,1.6299,1.5151,0.5508,0.9674,1.2048,1.5107,1.9131,2.2149
